FACTOR07,UBIGEO,RESULT,ESTRATO,P101,P102,P103,P103A,P110,P111A,P1121,P1141,P1142,P1143,P1144,Ingreso
1227.04553222656,210109,1,5,1,3,6,4,1,1,1,0,1,0,0,1204.54720052083
1227.04553222656,210109,1,5,1,1,5,1,1,1,1,0,1,1,1,5374.06477864583
1227.04553222656,210109,7,5, , , , , , , , , , , , 
1227.04553222656,210109,1,5,1,3,6,4,1,1,1,0,1,0,0,482.339558919271
1227.04553222656,210109,1,5,1,3,5,4,1,1,1,0,1,0,0,1748.71223958333
1227.04553222656,211101,2,2,4,1,5,1,7,2,1,0,1,0,1,4458.65559895833
1227.04553222656,211101,7,2, , , , , , , , , , , , 
1227.04553222656,211101,1,2,1,3,5,4,5,1,1,0,1,0,0,1086.35229492188
1227.04553222656,211101,1,2,1,1,5,1,1,1,1,0,1,0,1,3139.20182291667
1227.04553222656,211101,1,2,1,3,6,4,5,7,1,0,1,0,0,758.571614583333
1227.04553222656,211101,7,2, , , , , , , , , , , , 
1227.04553222656,211101,5,2, , , , , , , , , , , , 
1227.04553222656,211101,2,2,4,1,5,1,2,2,1,0,1,0,0,1033.05965169271
1227.04553222656,211101,1,2,1,1,5,4,1,1,1,0,1,0,0,1024.56917317708
1227.04553222656,210304,2,5,1,3,6,4,1,1,1,0,1,0,0,1315.23095703125
1227.04553222656,210304,7,5, , , , , , , , , , , , 
1227.04553222656,210304,7,5, , , , , , , , , , , , 
1227.04553222656,210304,2,5,1,1,3,1,1,1,1,0,1,0,1,3254.98209635417
1227.04553222656,210304,4,5, , , , , , , , , , , , 
1227.04553222656,210304,7,5, , , , , , , , , , , , 
464.384765625,210501,1,5,1,1,5,1,1,1,1,0,1,0,1,2696.74007161458
464.384765625,210501,4,5, , , , , , , , , , , , 
464.384765625,210501,1,5,1,1,5,1,1,1,1,0,1,0,1,1803.95035807292
464.384765625,210501,1,5,1,1,5,1,1,1,1,0,1,1,1,965.5947265625
464.384765625,210501,1,5,1,1,5,1,1,1,1,0,1,0,0,1070.00154622396
464.384765625,210501,7,5, , , , , , , , , , , , 
464.384765625,210501,1,5,1,1,5,1,1,1,1,0,1,0,1,4075
1227.04553222656,211105,1,2,1,3,5,4,7,4,1,0,1,0,0,2007.95930989583
1227.04553222656,211105,4,2, , , , , , , , , , , , 
1227.04553222656,211105,1,2,1,1,6,4,5,4,1,0,1,0,0,5327.845703125
1227.04553222656,211105,7,2, , , , , , , , , , , , 
1227.04553222656,211105,7,2, , , , , , , , , , , , 
1227.04553222656,211105,3,2, , , , , , , , , , , , 
1227.04553222656,211105,7,2, , , , , , , , , , , , 
1227.04553222656,211105,1,2,1,1,5,1,5,4,1,0,1,1,0,1158.11840820313
1227.04553222656,211105,1,2,1,1,5,4,5,5,1,0,1,0,1,2493.62288411458
373.249328613281,210501,1,7,1,3,6,4,7,5,1,0,0,0,0,362.417724609375
373.249328613281,210501,7,7, , , , , , , , , , , , 
373.249328613281,210501,7,7, , , , , , , , , , , , 
373.249328613281,210501,1,7,1,3,6,4,5,5,1,0,1,0,0,137.890472412109
373.249328613281,210501,1,7,1,3,5,4,7,7,1,0,1,0,0,1053.36897786458
373.249328613281,210501,7,7, , , , , , , , , , , , 
373.249328613281,210501,1,7,1,3,6,4,1,5,0,0,0,0,0,485.5
373.249328613281,210501,7,7, , , , , , , , , , , , 
373.249328613281,210501,1,7,1,3,6,7,1,7,1,0,0,0,0,180.257242838542
373.249328613281,210501,2,7,1,3,6,4,1,7,1,0,0,0,0,526.467529296875
373.249328613281,210501,1,7,1,3,5,4,1,7,1,0,1,0,0,1647.86669921875
373.249328613281,210501,7,7, , , , , , , , , , , , 
373.249328613281,210501,1,7,1,3,6,4,1,5,1,0,1,0,0,727.211995442708
373.249328613281,210608,1,7,1,3,6,7,1,7,1,0,0,0,0,873.692545572917
373.249328613281,210608,1,7,1,3,6,7,1,5,1,0,0,0,0,816.03662109375
373.249328613281,210608,1,7,1,3,5,4,1,5,1,0,1,0,0,2835.56901041667
373.249328613281,210608,1,7,1,1,5,4,1,7,1,0,1,0,0,768.966227213542
373.249328613281,210608,1,7,1,3,5,4,1,5,1,0,1,0,0,289.249450683594
373.249328613281,210608,1,7,1,3,5,4,1,7,1,0,1,0,1,3672.97819010417
373.249328613281,210608,1,7,1,3,4,4,1,7,1,0,1,0,0,834.696614583333
373.249328613281,210608,1,7,1,3,6,4,1,7,1,0,1,0,0,915.398111979167
373.249328613281,211105,7,7, , , , , , , , , , , , 
373.249328613281,211105,1,7,1,1,6,4,5,5,1,0,0,0,0,318.75819905599
373.249328613281,211105,3,7, , , , , , , , , , , , 
373.249328613281,211105,4,7, , , , , , , , , , , , 
373.249328613281,211105,1,7,1,3,6,4,5,4,0,0,1,0,0,214.621948242188
373.249328613281,211105,1,7,1,3,6,4,5,4,1,0,1,0,0,1024.69571940104
373.249328613281,211105,1,7,1,1,5,4,5,4,1,0,0,0,0,450.779500325521
373.249328613281,211105,2,7,1,1,5,1,5,7,1,0,1,1,1,1456.60042317708
373.249328613281,210505,2,7,1,3,6,7,5,5,1,0,1,0,0,478.910929361979
373.249328613281,210505,1,7,1,3,6,4,1,9,1,0,0,0,0,972.79833984375
373.249328613281,210505,2,7,1,3,6,4,1,4,1,0,1,0,0,911.085774739583
373.249328613281,210505,2,7,1,3,6,4,1,5,0,0,1,0,0,417.834309895833
373.249328613281,210505,2,7,1,3,6,4,1,5,1,0,1,0,0,780.618977864583
373.249328613281,210505,7,7, , , , , , , , , , , , 
373.249328613281,210505,7,7, , , , , , , , , , , , 
373.249328613281,210505,7,7, , , , , , , , , , , , 
373.249328613281,210505,2,7,1,3,6,4,1,5,1,0,0,0,0,686.41943359375
373.249328613281,210505,7,7, , , , , , , , , , , , 
373.249328613281,210505,7,7, , , , , , , , , , , , 
373.249328613281,210505,7,7, , , , , , , , , , , , 
373.249328613281,210505,7,7, , , , , , , , , , , , 
373.249328613281,210505,4,7, , , , , , , , , , , , 
373.249328613281,210505,4,7, , , , , , , , , , , , 
373.249328613281,210505,7,7, , , , , , , , , , , , 
373.249328613281,210505,5,7, , , , , , , , , , , , 
373.249328613281,210708,2,8,1,3,6,4,5,5,1,0,1,0,1,1254.43383789063
373.249328613281,210708,7,8, , , , , , , , , , , , 
373.249328613281,210708,2,8,1,3,6,4,5,5,1,0,1,0,1,1331.47737630208
373.249328613281,210708,7,8, , , , , , , , , , , , 
373.249328613281,210708,1,8,1,1,5,4,7,4,1,0,1,0,1,7517.70052083333
373.249328613281,210708,1,8,1,3,6,4,7,7,0,0,1,0,1,4158.56640625
373.249328613281,210708,1,8,1,3,6,4,7,7,0,0,1,0,0,2676.81803385417
373.249328613281,210708,1,8,1,3,6,4,5,4,1,0,1,0,0,864.425537109375
373.249328613281,210708,7,8, , , , , , , , , , , , 
373.249328613281,210708,1,8,1,3,6,4,5,4,1,0,1,0,0,809.943522135417
373.249328613281,210708,1,8,1,3,6,4,5,5,1,0,1,0,0,1159.509765625
373.249328613281,210708,7,8, , , , , , , , , , , , 
90.8051986694336,220101,1,3,1,1,5,4,1,1,1,0,1,1,1,1014.84611002604
90.8051986694336,220101,1,3,2,1,3,1,1,1,1,0,1,1,1,2488.15608723958
90.8051986694336,220101,1,3,1,1,2,1,1,1,1,0,1,1,1,8269.13541666667
90.8051986694336,220101,7,3, , , , , , , , , , , , 
90.8051986694336,220101,5,3, , , , , , , , , , , , 
90.8051986694336,220101,1,3,1,1,5,4,1,1,1,0,1,1,1,2059.64404296875
90.8051986694336,220101,1,3,1,1,3,4,1,1,1,0,1,0,1,1527.2607421875
90.8051986694336,220101,1,3,1,1,2,4,1,1,1,0,1,1,1,8630.494140625
424.241638183594,220101,1,3,1,2,6,4,1,5,1,0,1,1,0,2091.08984375
424.241638183594,220101,1,3,1,1,6,4,1,4,1,0,1,1,0,816.401774088542
424.241638183594,220101,1,3,1,9,5,4,1,5,1,0,0,0,0,297.369689941406
424.241638183594,220101,1,3,1,7,6,4,1,7,1,0,1,0,0,381.358642578125
424.241638183594,220101,7,3, , , , , , , , , , , , 
424.241638183594,220101,7,3, , , , , , , , , , , , 
424.241638183594,220101,1,3,1,1,6,4,1,5,1,0,1,0,1,1396.83121744792
424.241638183594,220101,5,3, , , , , , , , , , , , 
424.241638183594,220101,1,3,1,1,5,4,1,5,1,0,1,0,0,788.134440104167
90.8051986694336,220101,1,3,1,4,5,3,1,1,1,0,1,0,0,833.336344401042
90.8051986694336,220101,1,3,1,5,5,4,1,1,1,0,1,1,0,3654.66048177083
90.8051986694336,220101,1,3,1,4,5,3,1,1,1,0,1,1,0,3325.9794921875
90.8051986694336,220101,1,3,1,1,3,4,1,1,1,0,1,1,1,13120.23046875
90.8051986694336,220101,1,3,1,1,3,4,1,1,1,0,1,1,1,3668.13704427083
90.8051986694336,220101,1,3,1,1,5,1,1,1,1,1,1,1,1,1435.83138020833
90.8051986694336,220101,1,3,1,4,5,4,1,1,1,0,1,1,1,2781.72005208333
90.8051986694336,220101,1,3,1,1,3,4,1,1,1,0,1,1,0,3691.44205729167
90.8051986694336,220101,7,3, , , , , , , , , , , , 
424.241638183594,220510,1,5,1,4,3,4,1,1,1,0,1,1,0,1497.927734375
424.241638183594,220510,1,5,1,1,3,4,1,1,1,0,1,1,0,1952.81477864583
424.241638183594,220510,1,5,1,4,5,4,1,1,1,0,1,1,1,1634.22395833333
424.241638183594,220510,5,5, , , , , , , , , , , , 
424.241638183594,220510,1,5,1,1,3,4,1,1,1,0,1,1,0,1374.57486979167
424.241638183594,220510,1,5,1,1,5,4,1,1,1,0,1,0,0,1103.32153320313
424.241638183594,220510,1,5,1,1,5,4,1,1,1,0,1,1,0,1997.15380859375
150.06022644043,220101,1,7,1,7,6,4,1,5,0,0,1,0,1,1646.44303385417
150.06022644043,220101,1,7,1,7,6,4,1,5,0,0,1,0,0,1650.02001953125
150.06022644043,220101,1,7,1,7,6,4,1,4,0,0,1,0,1,2418.88655598958
150.06022644043,220101,1,7,1,7,6,4,1,5,0,0,1,0,0,1803.25374348958
150.06022644043,220101,1,7,1,7,4,4,1,5,0,0,1,1,1,2062.96630859375
150.06022644043,220101,1,7,1,7,6,4,8,5,0,0,1,0,1,1367.86653645833
150.06022644043,220101,1,7,1,7,6,4,1,5,0,0,1,0,0,1442.31429036458
150.06022644043,220101,1,7,1,7,6,4,1,5,0,0,1,0,0,945.685465494792
150.06022644043,220301,1,8,1,7,6,4,8,5,1,0,1,1,1,1828.60677083333
150.06022644043,220301,1,8,1,1,5,4,8,3,1,0,1,1,0,652.368367513021
150.06022644043,220301,1,8,1,5,6,4,1,1,1,0,1,0,1,4410.35514322917
150.06022644043,220301,1,8,1,5,6,4,1,5,1,0,1,0,0,699.569010416667
150.06022644043,220301,1,8,1,1,5,4,1,1,1,0,1,1,0,3857.27864583333
150.06022644043,220301,1,8,1,9,6,4,1,5,1,0,1,1,0,2919.5263671875
150.06022644043,220301,7,8, , , , , , , , , , , , 
150.06022644043,220301,1,8,1,9,6,4,1,5,1,0,1,0,0,3538.990234375
150.06022644043,220101,1,7,1,1,5,4,7,4,1,0,1,0,0,387.321695963542
150.06022644043,220101,1,7,1,1,6,4,7,4,1,0,1,0,0,576.166748046875
150.06022644043,220101,1,7,1,1,5,4,7,4,1,0,1,0,1,1372.56640625
150.06022644043,220101,7,7, , , , , , , , , , , , 
150.06022644043,220101,1,7,1,7,6,4,5,4,0,0,0,0,0,1041.97623697917
150.06022644043,220101,1,7,1,7,6,4,5,4,0,0,1,0,0,893.719156901042
150.06022644043,220101,1,7,1,7,6,4,7,4,0,0,1,0,0,959.244466145833
150.06022644043,220101,1,7,1,7,6,4,5,4,0,0,1,0,0,1201.85807291667
90.8051986694336,220909,1,2,1,1,5,4,1,1,1,0,1,1,1,3524.0712890625
90.8051986694336,220909,1,2,1,1,6,4,1,1,1,0,1,1,0,3088.72233072917
90.8051986694336,220909,1,2,1,1,2,1,1,1,1,0,1,1,1,5659.38411458333
90.8051986694336,220909,5,2, , , , , , , , , , , , 
90.8051986694336,220909,1,2,1,4,2,4,1,1,1,0,1,1,0,1825.22900390625
90.8051986694336,220909,1,2,2,1,2,1,1,1,1,0,1,1,1,2451.47981770833
90.8051986694336,220909,1,2,1,1,5,4,1,1,1,1,1,1,1,3104.23502604167
90.8051986694336,220909,1,2,1,1,2,1,1,1,1,1,1,1,1,5435.28125
90.8051986694336,220909,7,2, , , , , , , , , , , , 
90.8051986694336,220909,5,2, , , , , , , , , , , , 
90.8051986694336,220909,1,2,1,1,1,4,1,1,1,0,1,1,1,8745.25
90.8051986694336,220909,1,2,1,1,3,1,1,1,1,0,1,1,1,4111.759765625
90.8051986694336,220909,1,2,1,1,3,1,1,1,1,0,1,1,1,8852.33333333333
90.8051986694336,220909,1,2,1,1,3,4,1,1,1,0,1,1,1,4087.748046875
90.8051986694336,220909,1,2,1,1,3,1,1,1,1,0,1,1,1,16160.5247395833
90.8051986694336,220909,1,2,1,1,3,1,1,1,1,0,1,1,1,6530.6015625
90.8051986694336,220909,1,2,1,1,3,1,1,1,1,0,1,1,1,4946.20833333333
90.8051986694336,220909,5,2, , , , , , , , , , , , 
90.8051986694336,220909,3,2, , , , , , , , , , , , 
90.8051986694336,220909,5,2, , , , , , , , , , , , 
90.8051986694336,220909,1,2,1,1,5,1,1,1,1,0,1,1,1,5659.93424479167
424.241638183594,220602,7,5, , , , , , , , , , , , 
424.241638183594,220602,5,5, , , , , , , , , , , , 
424.241638183594,220602,7,5, , , , , , , , , , , , 
424.241638183594,220602,7,5, , , , , , , , , , , , 
424.241638183594,220602,1,5,1,7,6,4,1,5,1,0,1,1,0,761.187906901042
424.241638183594,220602,1,5,1,7,6,4,1,5,0,0,1,0,0,403.761311848958
424.241638183594,220602,1,5,1,7,6,4,1,3,1,0,1,0,0,992.5888671875
424.241638183594,220602,7,5, , , , , , , , , , , , 
424.241638183594,220602,1,5,1,7,6,4,1,7,1,0,1,0,0,2386.75244140625
424.241638183594,220602,7,5, , , , , , , , , , , , 
424.241638183594,220602,1,5,1,7,5,4,1,7,1,0,1,0,0,772.666666666667
424.241638183594,220602,1,5,1,7,6,4,1,5,1,0,1,1,0,1585.68815104167
424.241638183594,220601,1,4,1,7,6,4,1,5,1,0,1,1,0,3185.28157552083
424.241638183594,220601,1,4,1,7,6,4,1,5,1,0,1,0,0,1526.0146484375
424.241638183594,220601,1,4,1,3,6,4,1,1,1,0,1,1,0,1196.94897460938
424.241638183594,220601,5,4, , , , , , , , , , , , 
424.241638183594,220601,5,4, , , , , , , , , , , , 
424.241638183594,220601,7,4, , , , , , , , , , , , 
424.241638183594,220601,1,4,1,1,6,4,1,1,1,0,1,1,1,2764.28873697917
424.241638183594,220601,1,4,1,1,5,1,1,1,1,0,1,0,1,1915.73095703125
424.241638183594,220601,3,4, , , , , , , , , , , , 
150.06022644043,220603,1,7,1,7,5,4,1,4,1,0,1,0,0,1629.01090494792
150.06022644043,220603,1,7,1,4,6,4,1,7,1,0,1,0,0,170.312388102214
150.06022644043,220603,1,7,1,1,5,4,1,3,1,0,1,0,0,680.515706380208
150.06022644043,220603,1,7,1,7,6,4,1,4,1,0,1,0,0,429.451293945313
150.06022644043,220603,7,7, , , , , , , , , , , , 
150.06022644043,220603,1,7,1,7,6,4,1,7,1,0,0,0,0,2176.49186197917
150.06022644043,220603,1,7,1,7,5,4,1,7,1,0,1,1,0,1510.20833333333
150.06022644043,220603,1,7,1,7,6,4,1,4,1,0,1,0,0,1486.4716796875
150.06022644043,220702,1,6,1,1,2,1,1,1,1,0,1,1,1,3628.20052083333
150.06022644043,220702,1,6,1,5,6,4,1,1,1,0,1,1,1,3182.20703125
150.06022644043,220702,1,6,1,1,5,4,1,1,1,0,1,1,0,257.97021484375
150.06022644043,220702,1,6,1,1,5,4,1,1,1,0,1,0,1,566.341959635417
150.06022644043,220702,7,6, , , , , , , , , , , , 
150.06022644043,220702,1,6,1,7,5,4,1,1,1,0,1,0,1,3663.44108072917
150.06022644043,220702,1,6,1,5,7,4,1,1,1,0,1,1,1,3640.15657552083
150.06022644043,220702,1,6,1,5,5,4,1,1,1,0,1,1,0,883.364095052083
150.06022644043,220702,1,6,1,1,5,4,1,1,1,0,1,1,1,2419.47819010417
34.3540306091309,230108,7,2, , , , , , , , , , , , 
34.3540306091309,230108,7,2, , , , , , , , , , , , 
34.3540306091309,230108,5,2, , , , , , , , , , , , 
34.3540306091309,230108,7,2, , , , , , , , , , , , 
34.3540306091309,230108,1,2,1,1,6,4,1,1,1,0,1,0,0,1083.68481445313
34.3540306091309,230108,1,2,1,9,6,4,1,5,0,0,1,0,0,372.081746419271
34.3540306091309,230108,5,2, , , , , , , , , , , , 
34.3540306091309,230108,2,2,1,1,5,4,1,1,1,0,1,0,1,370.177164713542
34.3540306091309,230108,7,2, , , , , , , , , , , , 
34.3540306091309,230108,1,2,1,1,5,1,1,1,1,0,1,0,0,935.759440104167
34.3540306091309,230108,1,2,1,1,5,1,1,1,1,0,1,0,0,2807.40462239583
34.3540306091309,230108,5,2, , , , , , , , , , , , 
34.3540306091309,230108,5,2, , , , , , , , , , , , 
34.3540306091309,230108,1,2,1,1,5,4,1,1,1,0,1,0,1,3198.16536458333
6.55369091033936,230101,2,2,1,1,2,1,1,1,1,0,1,0,0,1313.58040364583
6.55369091033936,230101,1,2,1,1,5,1,1,1,1,0,1,0,0,3796.58333333333
6.55369091033936,230101,1,2,4,1,5,1,2,1,1,0,1,0,0,1195.91837565104
6.55369091033936,230101,2,2,1,1,3,1,1,1,1,1,1,0,1,3915
6.55369091033936,230101,1,2,1,1,5,1,1,1,1,0,1,0,1,2943.71061197917
6.55369091033936,230101,1,2,1,1,5,1,1,1,1,0,1,0,0,1027.12548828125
6.55369091033936,230101,1,2,1,1,1,1,1,1,1,1,1,1,1,1639.67578125
6.55369091033936,230101,2,2,1,1,3,1,1,1,1,0,1,0,0,2314.49397786458
34.3540306091309,230110,5,2, , , , , , , , , , , , 
34.3540306091309,230110,1,2,1,1,5,1,1,1,1,0,1,0,1,6676.53255208333
34.3540306091309,230110,1,2,1,1,5,4,1,1,1,0,1,0,1,170.373413085938
34.3540306091309,230110,5,2, , , , , , , , , , , , 
34.3540306091309,230110,2,2,1,1,5,4,1,1,1,0,1,1,1,6102.576171875
34.3540306091309,230110,2,2,1,8,5,4,1,1,1,0,1,0,1,6093.16666666667
34.3540306091309,230110,1,2,1,1,5,1,1,1,1,0,1,0,0,1805.25
34.3540306091309,230110,2,2,1,1,5,4,1,1,1,0,1,1,1,7618.68359375
75.6496276855469,230101,1,2,1,1,5,1,1,1,1,0,1,0,1,5084.00032552083
75.6496276855469,230101,1,2,1,1,3,1,1,1,1,0,1,0,1,4406.83333333333
75.6496276855469,230101,5,2, , , , , , , , , , , , 
75.6496276855469,230101,1,2,1,7,5,4,1,1,1,0,1,0,1,4714.1484375
75.6496276855469,230101,7,2, , , , , , , , , , , , 
75.6496276855469,230101,1,2,1,1,3,1,1,1,1,0,1,1,1,6384.318359375
75.6496276855469,230101,2,2,1,1,3,1,1,1,1,0,1,1,1,6725.57161458333
75.6496276855469,230101,1,2,1,1,5,1,1,1,1,0,1,1,1,8893.49739583333
75.6496276855469,230101,1,2,1,1,2,1,1,1,1,0,1,1,1,2941.5
75.6496276855469,230101,1,2,1,1,5,1,1,1,1,0,1,0,1,3796.5
75.6496276855469,230110,1,2,1,1,3,1,1,1,1,0,1,0,0,1773.66666666667
75.6496276855469,230110,1,2,1,1,3,1,1,1,1,1,1,1,1,14820.1302083333
75.6496276855469,230110,2,2,1,1,5,1,1,1,1,0,1,1,1,10033.0833333333
75.6496276855469,230110,2,2,1,1,2,1,1,1,1,0,1,1,1,7509.5
75.6496276855469,230110,1,2,1,1,3,1,1,1,1,0,1,0,1,3546.16666666667
75.6496276855469,230110,1,2,2,1,3,1,1,1,1,1,1,1,1,1233.79711914063
75.6496276855469,230110,1,2,1,1,3,1,1,1,1,0,1,1,1,4438.32877604167
75.6496276855469,230110,2,2,1,1,3,1,1,1,1,0,1,0,1,1579.0009765625
34.0663871765137,230101,1,2,1,3,4,4,1,1,1,0,1,0,1,1774.25
34.0663871765137,230101,1,2,3,3,5,1,1,1,1,0,1,0,0,595.240681966146
34.0663871765137,230101,1,2,3,1,2,1,1,1,1,1,1,1,1,3907.71028645833
34.0663871765137,230101,1,2,1,1,1,1,1,1,1,1,1,1,1,6124.439453125
34.0663871765137,230101,1,2,4,3,4,5,2,2,1,0,1,0,1,1321.99788411458
34.0663871765137,230101,3,2, , , , , , , , , , , , 
34.0663871765137,230101,3,2, , , , , , , , , , , , 
34.0663871765137,230101,2,2,1,1,3,1,1,1,1,0,1,0,1,3838.86002604167
34.3540306091309,230110,5,2, , , , , , , , , , , , 
34.3540306091309,230110,1,2,1,1,3,1,3,7,1,0,1,0,1,4228.79231770833
34.3540306091309,230110,2,2,1,1,5,1,3,3,1,0,1,0,0,236.25
34.3540306091309,230110,1,2,1,1,5,4,3,1,1,0,1,1,1,2000.48453776042
34.3540306091309,230110,1,2,1,1,5,4,3,3,0,0,1,0,0,1058.83333333333
34.3540306091309,230110,5,2, , , , , , , , , , , , 
34.3540306091309,230101,7,2, , , , , , , , , , , , 
34.3540306091309,230101,7,2, , , , , , , , , , , , 
34.3540306091309,230101,5,2, , , , , , , , , , , , 
34.3540306091309,230101,1,2,1,1,6,4,3,7,0,0,1,0,1,330.060791015625
34.3540306091309,230101,1,2,1,1,5,4,3,7,1,0,1,0,0,358.121785481771
34.3540306091309,230101,1,2,1,1,6,4,3,7,1,0,1,0,0,2421.60807291667
34.3540306091309,230101,5,2, , , , , , , , , , , , 
34.3540306091309,230101,2,2,1,1,5,4,3,7,1,0,1,0,0,724.166666666667
34.3540306091309,230101,1,2,1,1,6,4,3,3,1,0,1,0,1,1578.97151692708
34.3540306091309,230101,5,2, , , , , , , , , , , , 
34.3540306091309,230101,1,2,1,1,5,1,3,7,1,0,1,0,1,3292.23567708333
34.3540306091309,230109,5,5, , , , , , , , , , , , 
34.3540306091309,230109,7,5, , , , , , , , , , , , 
34.3540306091309,230109,1,5,1,1,5,4,1,1,1,0,1,0,0,1273.21468098958
34.3540306091309,230109,1,5,4,5,5,4,2,1,1,0,1,0,1,2454.46028645833
34.3540306091309,230109,5,5, , , , , , , , , , , , 
34.3540306091309,230109,1,5,1,1,5,1,1,1,1,1,1,0,1,3620.98372395833
34.3540306091309,230109,1,5,1,1,5,4,1,1,1,0,1,0,0,973.238199869792
34.3540306091309,230109,7,5, , , , , , , , , , , , 
34.3540306091309,230109,1,5,1,3,5,4,1,1,1,0,1,0,0,10523.5755208333
34.3540306091309,230109,1,5,1,5,5,4,1,1,1,0,1,0,1,1693.90690104167
94.3133544921875,230401,1,5,4,3,5,4,1,2,1,0,1,0,1,1926.83333333333
94.3133544921875,230401,1,5,4,3,5,4,1,2,1,0,1,0,1,1092.35872395833
94.3133544921875,230401,1,5,1,3,6,4,1,1,1,0,1,0,0,1787.27815755208
94.3133544921875,230401,1,5,1,3,5,4,1,1,1,0,1,0,0,610.73095703125
94.3133544921875,230401,3,5, , , , , , , , , , , , 
94.3133544921875,230401,1,5,4,3,5,4,1,2,1,0,1,0,1,2830.36783854167
37.7637062072754,230106,1,7,1,3,5,4,1,1,1,0,1,0,1,3533.13313802083
37.7637062072754,230106,1,7,1,1,5,4,1,1,1,0,1,0,0,1659.99104817708
37.7637062072754,230106,1,7,1,1,5,1,1,1,1,0,1,0,1,3896.33333333333
37.7637062072754,230106,1,7,1,3,5,5,1,7,1,0,1,0,0,2047.09765625
37.7637062072754,230106,1,7,1,3,5,4,1,1,1,0,1,0,0,689.23876953125
37.7637062072754,230106,1,7,1,3,4,4,1,1,1,0,1,1,1,2996.01302083333
37.7637062072754,230106,7,7, , , , , , , , , , , , 
37.7637062072754,230106,1,7,1,3,6,4,1,1,1,0,1,0,1,1940.48177083333
37.7637062072754,230109,1,7,1,3,5,4,1,3,1,0,1,0,1,1318.09781901042
37.7637062072754,230109,1,7,1,1,5,1,1,3,1,0,1,0,1,3174.84375
37.7637062072754,230109,1,7,1,9,5,4,1,5,1,0,1,0,0,6513.49479166667
37.7637062072754,230109,1,7,1,1,5,1,1,5,0,0,1,0,1,9897.20703125
37.7637062072754,230109,1,7,1,1,5,1,1,3,1,0,1,0,0,2687.12060546875
37.7637062072754,230109,1,7,1,1,5,1,1,3,1,0,1,0,0,18574.9869791667
37.7637062072754,230109,1,7,1,7,5,4,1,3,1,0,1,0,1,15177.3502604167
37.7637062072754,230109,1,7,1,1,5,4,1,3,1,0,1,0,1,9034.88020833333
118.481414794922,230203,5,6, , , , , , , , , , , , 
118.481414794922,230203,7,6, , , , , , , , , , , , 
118.481414794922,230203,7,6, , , , , , , , , , , , 
118.481414794922,230203,1,6,1,1,5,1,1,1,1,0,1,0,0,874.222249348958
118.481414794922,230203,1,6,1,3,5,4,1,1,1,0,1,0,1,2625.80338541667
118.481414794922,230203,2,6,1,1,5,4,1,1,1,0,1,0,1,595.308512369792
118.481414794922,230203,1,6,1,7,1,4,1,1,1,0,1,1,1,5421.77115885417
118.481414794922,230203,5,6, , , , , , , , , , , , 
118.481414794922,230203,1,6,1,7,6,4,1,1,1,0,1,0,0,377.755249023438
118.481414794922,230203,1,6,1,7,5,4,1,1,1,0,1,0,0,970.872802734375
118.481414794922,230203,1,6,1,3,6,4,1,1,1,0,1,0,0,275.529296875
118.481414794922,230203,7,6, , , , , , , , , , , , 
118.481414794922,230203,1,6,1,3,6,4,1,1,1,0,1,0,0,1958.48323567708
159.048904418945,240101,1,3,1,9,6,4,1,4,1,0,1,1,1,2277.04459635417
159.048904418945,240101,1,3,1,9,6,4,1,1,1,0,1,1,0,3947.01204427083
159.048904418945,240101,1,3,1,9,5,4,1,6,1,0,1,1,1,3664.70572916667
159.048904418945,240101,1,3,1,1,3,4,1,1,1,0,1,1,1,3684.7255859375
159.048904418945,240101,1,3,1,1,5,4,1,1,1,0,1,0,0,3991.53678385417
159.048904418945,240101,1,3,1,1,3,4,1,3,1,0,1,1,1,5026.16178385417
11.094202041626,240101,1,3,1,1,3,4,1,1,1,0,1,1,1,4814.66666666667
11.094202041626,240101,1,3,1,5,5,4,1,1,1,0,1,0,1,2508.45345052083
11.094202041626,240101,1,3,1,1,3,1,1,1,1,0,1,1,1,3123.666015625
11.094202041626,240101,1,3,1,1,5,4,1,1,1,1,1,1,1,2386.27815755208
11.094202041626,240101,1,3,1,1,2,1,1,1,1,0,1,1,0,2345.9228515625
11.094202041626,240101,1,3,1,1,3,4,1,1,1,1,1,1,1,5442.27083333333
8.32065105438232,240101,1,3,1,1,3,1,1,1,1,0,1,1,1,4064.046875
8.32065105438232,240101,1,3,1,1,3,1,1,1,1,1,1,1,1,10129.7376302083
8.32065105438232,240101,1,3,1,1,3,1,1,1,1,0,1,1,1,5166.91861979167
8.32065105438232,240101,1,3,1,1,5,4,1,1,1,0,1,0,1,5849.654296875
8.32065105438232,240101,1,3,1,1,5,4,1,1,1,1,1,1,1,5264.88639322917
8.32065105438232,240101,1,3,1,1,5,1,1,1,1,1,1,1,1,6389.69791666667
8.32065105438232,240101,1,3,1,5,6,4,1,1,1,0,1,0,1,2833.23860677083
8.32065105438232,240101,1,3,1,1,3,4,1,1,1,1,1,1,1,3851.38151041667
159.048904418945,240101,1,3,1,3,6,4,1,1,1,0,1,0,0,1651.88948567708
159.048904418945,240101,1,3,1,1,5,1,1,1,1,0,1,0,1,3383.435546875
159.048904418945,240101,1,3,1,1,5,1,1,1,1,0,1,0,1,10358.9544270833
159.048904418945,240101,1,3,1,1,5,4,1,1,1,1,1,1,1,8811.47135416667
159.048904418945,240101,5,3, , , , , , , , , , , , 
